page,chapter_id,chapter_title_zh,chapter_title_en,title_zh,title_en,text_zh,text_en,image_path
26,3,第三幕,Act III,第26頁,Page 26,"場景：西區廢料場內部    污染分揀區。
畫面：四周堆滿了散發著微弱螢光的輻射廢料。小隊面臨第一個合作任務：清理出一條通往核心區的安全通道。
主角正準備攤開手繪地圖分配站位，ARK 卻突然從背包裡拿出了剛找到的三套舊式戰術對講機麥克風。他毫不猶豫地將其中兩套遞給了 Gloria 和 Donkey，自己戴上了最後一套。三人立刻圍成了一個緊密的小圈子，背對著主角和 One。
主角：「Ark，你幹什麼？我們這裡有五個人，你只拿三個麥克風連線，為什麼要把我們隔開？」
ARK（轉過頭，語氣充滿了盲目的自信與敷衍）：「No worries（唔使擔心）。設備有限，我心裡已經有完美的計畫了，交給我處理就好，你們不用管細節。」","Scene: Inside West District Scrapyard, Contamination Sorting Area.
Visual: Surroundings piled with faintly glowing radioactive waste. The squad faces their first cooperation task: clearing a safe passage to the core area.
The protagonist prepares to spread out the hand-drawn map to assign positions, but ARK suddenly pulls out three sets of old tactical radio microphones just found from his backpack. Without hesitation, he hands two sets to Gloria and Donkey, putting on the last set himself. The three immediately form a tight small circle, backs turned to the protagonist and One.
Protagonist: 'Ark, what are you doing? We have five people here. You only take three microphones for connection, why separate us?'
ARK (turning head, tone full of blind confidence and dismissiveness): 'No worries. Equipment is limited. I already have the perfect plan in mind, leave it to me. You don't need to worry about details.'",res://1.Codebase/src/assets/ui/intro/page_26_story_radio_exclusion.png
27,3,第三幕,Act III,第27頁,Page 27,"畫面：更荒謬的事情發生了。ARK 為了不讓沒有麥克風的 One 聽懂他們的「完美計畫」，竟然開始用生硬的德語大聲下達指令。
ARK（對著麥克風，刻意賣弄地大喊）：
「Das war ein Befehl! Ich habe das 2024 gemacht!（這是一項命令！我在2024年就是這麼幹的！）」
雖然主角也能聽得懂德文因為他以前去過德國留學,但是one卻完全不會.而在他們三人形成的小圈子之外，沒有對講機、也完全聽不懂這番對話的 One，像個透明人一樣，尷尬地站在泥水裡，手足無措。","Visual: Something even more absurd happens. To prevent One without a microphone from understanding their 'perfect plan,' ARK actually starts loudly issuing commands in broken German.
ARK (shouting into microphone, deliberately showing off): 'Das war ein Befehl! Ich habe das 2024 gemacht! (This is an order! I did it this way in 2024!)'
Though the protagonist can understand German from studying abroad, One cannot. Outside their three-person circle, One, without a radio and unable to understand this conversation, stands awkwardly in the muddy water like a transparent person, at a loss.",res://1.Codebase/src/assets/ui/intro/page_27_story_german_commands.png
28,3,第三幕,Act III,第28頁,Page 28,"畫面：One 試圖靠近一步，想聽聽他們到底在計畫什麼，但 ARK 刻意轉過身，用寬大的背影擋住了他。One 的眼神黯淡下來，默默地退回了原位。
主角（一把拉開 ARK，怒吼）：
「你他媽在幹什麼？！我們是一個團隊！One 聽不懂你那見鬼的語言，你們連麥克風都不分給我們！你連計畫都不公開，是在刻意排擠他嗎？！」
ARK（攤開雙手，一臉『你太大驚小怪』的表情）：
「Relax，No worries 啦！我這是在提高效率。反正我已經定好方向了，你們跟著走就行，有什麼好擔心的？」","Visual: One tries to step closer to hear what they're planning, but ARK deliberately turns around, using his wide back to block him. One's eyes dim, silently retreating to his original position.
Protagonist (pulling ARK aside, roaring): 'What the hell are you doing?! We're a team! One can't understand your damn language, you won't even share microphones with us! You won't even disclose the plan, are you deliberately excluding him?!'
ARK (spreading hands, expression of 'you're making a big fuss'): 'Relax, no worries! I'm improving efficiency. I've already decided the direction, you just need to follow. What's there to worry about?'",res://1.Codebase/src/assets/ui/intro/page_28_story_blocking_one.png
29,3,第三幕,Act III,第29頁,Page 29,"Gloria（連忙走過來，將 ARK 護在身後，用溫柔卻帶刺的語氣對主角說）：
「哎呀，你怎麼又生氣了？No worries 啦，我們三個剛才討論得很順利呀。等一下我們再把結論『翻譯』給 One 聽不就好了嗎？你為什麼非要逼著大家迎合你所謂的『公平』呢？」
Gloria（轉向 One，露出一個施捨般的微笑）：
「One，你不會介意的，對吧？我們都在為團隊努力呀。」
One（身體微微一僵。為了不破壞這份『和諧』，他勉強擠出一個比哭還難看的笑容）：「……我不介意。我聽從安排就好。」
畫面：主角看著 One 那委曲求全的模樣，心裡彷彿被狠狠刺了一刀。他看到了過去那個在營地裡被孤立、卻只能默默忍受的自己。","Gloria (hurrying over, shielding ARK, addressing protagonist in gentle yet barbed tone): 'Oh dear, why are you angry again? No worries, the three of us just had a very smooth discussion. We can 'translate' the conclusion to One later, can't we? Why must you force everyone to cater to your so-called 'fairness'?'
Gloria (turning to One, revealing a patronizing smile): 'One, you don't mind, right? We're all working for the team.'
One (body stiffening slightly. To avoid breaking this 'harmony,' he forces a smile uglier than crying): '...I don't mind. I'll just follow arrangements.'
Visual: The protagonist looks at One's accommodating appearance, feeling as if their heart was viciously stabbed. They see their past self, isolated in the camp, silently enduring.",res://1.Codebase/src/assets/ui/intro/page_29_story_gloria_pua.png
30,3,第三幕,Act III,第30頁,Page 30,"場景：廢料場深處    輻射障礙物前。
畫面：一塊巨大的、被酸雨腐蝕的重金屬防爆門擋住了去路。必須有人徒手將它移開。這是一項極度耗費體力且有輻射灼傷風險的粗活。
主角（看向身穿鋁罐盔甲的 Donkey）：「到你了。你不是說自己是騎士嗎？搬開它。」
Donkey（走到防爆門前，裝模作樣地伸出手比劃了一下，突然，他捂住額頭，擺出一個極其誇張的痛苦表情）：
「啊！這股邪惡的氣息……等等！我那敏銳的英雄雷達感知到了！在廢料場的東南方，有一位純潔的公主正在被變異鼠群圍攻！她在呼喚我的名字！」","Scene: Deep in scrapyard, before a radiation obstacle.
Visual: A huge acid-rain-corroded heavy metal blast door blocks the way. Someone must move it bare-handed. This is extremely exhausting dirty work with radiation burn risk.
Protagonist (looking at aluminum-can-armored Donkey): 'Your turn. You said you're a knight? Move it.'
Donkey (walking to the blast door, pretending to gesture, suddenly clutching his forehead with an extremely exaggerated pained expression): 'Ah! This evil aura... wait! My keen hero radar senses it! In the southeast of the scrapyard, a pure princess is being besieged by mutant rat swarms! She's calling my name!'",res://1.Codebase/src/assets/ui/intro/page_30_story_blast_door.png
31,4,第四幕,Act IV,第31頁,Page 31,"主角（指著一片死寂的東南方，忍無可忍）：「放屁！那邊連個鬼影都沒有！你就是想逃避這又髒又累的粗活！」
Donkey（猛地甩開那件破紅布披風，義正辭嚴地大喊）：
「粗鄙的凡人怎能理解英雄的使命？！移開一塊破鐵門，怎能與拯救公主的偉大榮耀相提並論？！命運在召喚我，我必須先行一步！」
畫面：Donkey 說完，竟然真的轉身就跑，像一陣風一樣消失在了廢料場的拐角處。
主角愣在原地，看著 ARK：「這就是你的『No worries』計畫？！」
ARK（聳了聳肩，依然一臉輕鬆）：「No worries，只是一扇門而已，總有人會搬的。放輕鬆。」","Protagonist (pointing at the completely silent southeast, unable to take it anymore): 'Bullshit! There's not even a ghost there! You're just trying to escape this dirty, exhausting work!'
Donkey (violently throwing off tattered red cloth cape, righteously shouting): 'How can vulgar mortals understand a hero's mission?! Moving a broken iron door, how can that compare with the great glory of rescuing a princess?! Fate is calling me, I must go ahead first!'
Visual: After speaking, Donkey actually turns and runs, disappearing around a scrapyard corner like the wind.
The protagonist freezes in place, looking at ARK: 'This is your 'No worries' plan?!'
ARK (shrugging, still relaxed): 'No worries, it's just a door. Someone will move it eventually. Relax.'",res://1.Codebase/src/assets/ui/intro/page_31_story_donkey_runs.png
32,4,第四幕,Act IV,第32頁,Page 32,"畫面：沒有人去追 Donkey，ARK 甚至在一旁哼起了小曲。
只有 One。他一言不發地走到那塊散發著危險螢光的防爆門前，默默地彎下腰，用那雙沒有任何防護的手，死死扣住生鏽的邊緣，拼盡全力往上抬。尖銳的鐵鏽刺破了他的手心，鮮血混著泥水滴落。
Gloria（看著這一幕，沒有幫忙，反而雙手合十，閉上眼睛祈禱）：
「偉大的 FSM，請賜予 Donkey 拯救公主的力量，也請保佑我們眼前的障礙順利消除……」
畫面（【正能量詛咒觸發】）：就在 Gloria 虔誠祈禱的瞬間，廢料場上方本來搖搖欲墜的生鏽鐵架，突然因為某種無法解釋的物理衰變，發出刺耳的斷裂聲，「轟」的一聲砸落下來，差點砸中正在搬門的 One！
（祈禱沒有帶來奇蹟，反而加速了周遭環境的崩塌。）","Visual: No one chases Donkey. ARK even starts humming a tune.
Only One. He silently walks to the dangerously glowing blast door, wordlessly bends down, and with bare hands without any protection, firmly grips the rusty edge, using all his strength to lift. Sharp rust pierces his palms, blood mixed with muddy water dripping.
Gloria (watching this scene, not helping, instead clasping hands and closing eyes to pray): 'Great FSM, please grant Donkey the power to rescue the princess, and please bless our current obstacle to be smoothly removed...'
Visual ([Positive Energy Curse Triggered]): Just as Gloria devoutly prays, a rusty iron frame above the scrapyard that was already precariously hanging suddenly emits a harsh breaking sound due to some inexplicable physical decay, crashing down with a 'boom,' nearly hitting One who's moving the door!
(The prayer didn't bring miracles, but instead accelerated the collapse of the surrounding environment.)",res://1.Codebase/src/assets/ui/intro/page_32_story_one_lifting_door.png
33,4,第四幕,Act IV,第33頁,Page 33,"主角（一把將 One 撲倒躲過鐵架，眼眶發紅地怒吼）：
「夠了！！這就是你們所謂的團隊？！Ark，你的計畫根本是個黑箱笑話！你只會說『No worries』，卻眼睜睜看著隊友去送死！還有 Donkey，那個滿腦子封建垃圾的逃兵，把最危險的工作全丟給 One！」
畫面：主角猛地站起身，逼近 Gloria。
主角：「還有你！你沒看到你越祈禱，這個鬼地方崩塌得越快嗎？！這艘船正在沉沒，你們的盲目和推卸責任，會害死我們所有人的！」","Protagonist (tackling One to dodge the iron frame, eyes reddening with fury): 'Enough!! Is this your so-called team?! Ark, your plan is a complete black box joke! You only say 'No worries' while watching teammates walk to their deaths! And Donkey, that deserter with a head full of feudal garbage, throwing all the most dangerous work to One!'
Visual: The protagonist suddenly stands, pressing close to Gloria.
Protagonist: 'And you! Don't you see that the more you pray, the faster this godforsaken place collapses?! This ship is sinking. Your blindness and shirking responsibility will get us all killed!'",res://1.Codebase/src/assets/ui/intro/page_33_story_protagonist_rage.png
34,4,第四幕,Act IV,第34頁,Page 34,"畫面：空氣瞬間降至冰點。ARK 皺了皺眉，似乎覺得主角破壞了他「No worries」的氣氛。
而 Gloria，她慢慢睜開了眼睛。她沒有看受傷的 One，也沒有看差點砸死人的鐵架。她看向主角的眼神，不再是溫柔，而是一種高高在上的、令人毛骨悚然的失望。
此時，Gloria 口袋裡那台破舊的收音機，恰好因為接觸不良，自動播放起了陳老師的歌聲，輕柔的旋律在危險的廢料場裡迴盪：
「【歌聲】讓我做我的主角……成敗與否，看我是怎麼看……」
Gloria（伴隨著陳老師的歌聲，聲音無比輕柔，卻像毒蛇一樣纏繞上主角的脖子）：
「你知不知道，你剛才的話，有多麼傷人？我一直都在包容你，甚至包容和接納你平時那種兩倍速的、充滿壓迫感的說話方式。但我發現，我錯了。」","Visual: The air instantly drops to freezing. ARK frowns, seeming to feel the protagonist has disrupted his 'No worries' atmosphere.
And Gloria slowly opens her eyes. She doesn't look at injured One, doesn't look at the iron frame that nearly killed someone. She looks at the protagonist, no longer with gentleness, but with a superior, bone-chillingly disappointing gaze.
At this moment, Gloria's broken radio in her pocket, due to poor contact, automatically starts playing Teacher Chan's song, the gentle melody echoing in the dangerous scrapyard:
'[Singing] Let me be my own protagonist... Success or failure depends on how I see it...'
Gloria (accompanied by Teacher Chan's singing, voice incredibly gentle yet wrapping around the protagonist's neck like a poisonous snake): 'Do you know how hurtful your words just were? I've always been tolerating you, even tolerating and accepting your usual double-speed, oppressively pressured way of speaking. But I've discovered I was wrong.'",res://1.Codebase/src/assets/ui/intro/page_34_story_gloria_disappointing_gaze.png
35,4,第四幕,Act IV,第35頁,Page 35,"Gloria（向前一步，眼神中充滿了道德審判的壓迫感，對主角展開無情的 PUA）：
「你是不是忘了愛與包容？Donkey 只是去追尋他的夢想，Ark 只是不想給大家壓力。可是你呢？你威力強大的負能量，正在破壞我們整個氣場！你總是用你那冰冷的邏輯去挑剔別人，你以為你是在解決問題？不，你是在製造分裂！」
Gloria（眼眶泛紅，彷彿她才是最大的受害者）：
「我剛來這個廢墟，每天都活在恐懼裡。是你的負能量，慢慢帶我走入了人生的第一個情緒低谷！其實好多時，只要你用善良去對待，唔篤人背脊，仇恨心冇咁大，人哋根本並唔會唔鍾意你！你為什麼就不能大方一點，把這一切交託給飛天意粉神，交託給 FSM 呢？！誰都可發光,只是你還沒有找到正確的地方,雖然正確的地方可能是你死了之後的地方。」
畫面：主角大口喘著粗氣，原本準備反駁的嘴唇微微顫抖。在陳老師「誰都可發光」的背景音中，Gloria 的這番話像一柄重錘，狠狠砸碎了主角內心最後的防線。
主角看著 Gloria 眼角的淚水，長久以來對「同類」的渴望、對孤獨的恐懼，在這一刻徹底反噬了他。","Gloria (stepping forward, eyes filled with moral judgment's oppressive weight, launching merciless manipulation): 'Have you forgotten love and tolerance? Donkey is just pursuing his dream. Ark just doesn't want to pressure everyone. But you? Your powerful negative energy is destroying our entire energy field! You always use your cold logic to nitpick others. You think you're solving problems? No, you're creating division!'
Gloria (eyes welling with tears, as if she's the biggest victim): 'I just came to this wasteland, living in fear every day. It's your negative energy that slowly led me into my first emotional low point in life! Actually, most times, as long as you treat others with kindness, don't stab people in the back, don't have such a heavy hatred heart, people wouldn't dislike you at all! Why can't you be more generous and entrust everything to the Flying Spaghetti Monster, to FSM?! Everyone can shine, you just haven't found the right place yet, though the right place might be where you are after you're dead.'
Visual: The protagonist gasps heavily, lips trembling as they prepare to retort. Against Teacher Chan's 'Everyone can shine' background music, Gloria's words hammer down like a heavy weight, shattering the protagonist's last inner defenses.
Looking at tears in Gloria's eyes, the long-standing desire for 'kindred spirits' and fear of loneliness completely backlashes at this moment.",res://1.Codebase/src/assets/ui/intro/page_35_story_protagonist_breakdown.png
36,4,第四幕,Act IV,第36頁,Page 36,"主角（瞳孔劇烈地震，內心的理智全面崩盤）：
【她哭了……是我讓她陷入了情緒低谷？是我的邏輯太冰冷，是我講話太快、太具攻擊性？原來問題一直都在我身上……是我可悲的過去讓我變成了這樣一個充滿負能量的怪物……】
畫面：主角看著自己因為憤怒而握緊的雙拳，突然感到一陣強烈的自我厭惡。他緩緩鬆開了手，雙腿一軟，竟然半跪在了泥水裡。
主角（聲音沙啞，充滿了悔恨與深深的愧疚）：
「對不起……Gloria。妳說得對，是我的錯。是我太敏感，仇恨心太重了。我……我一直活在過去的陰影裡，卻把這些負能量發洩在你們身上。對不起，我真的對不起妳。」
Gloria（眼中的冰冷瞬間消散，換上了一副極度慈愛、聖母般的笑容。她伸出手，輕輕撫摸主角的頭頂）：
「沒關係的。只要你願意承認自己的軟弱，FSM 會寬恕你的。來，我們一起把這些處理不了的煩惱，都交託給祂。」

【第四幕：名義上的集結與真正的考驗】","Protagonist (pupils violently shaking, inner rationality completely collapsing): [She's crying... Did I drag her into an emotional low? Is my logic too cold? Do I speak too fast, too aggressively? So the problem has always been with me... My pathetic past turned me into this negative energy monster...]
Visual: The protagonist looks at their own fists clenched in anger, suddenly feeling intense self-loathing. They slowly release their hands, legs weakening, actually half-kneeling in the muddy water.
Protagonist (voice hoarse, filled with remorse and deep guilt): 'I'm sorry... Gloria. You're right. It's my fault. I'm too sensitive, my hatred heart too heavy. I... I've been living in past shadows, venting these negative energies on you all. Sorry, I'm truly sorry.'
Gloria (the coldness in her eyes instantly dissipates, replaced by an extremely loving, saintly smile. She extends her hand, gently stroking the protagonist's head): 'It's okay. As long as you're willing to admit your weakness, FSM will forgive you. Come, let's entrust these troubles we can't handle together to Him.'
[Act IV: The Nominal Assembly and True Test]",res://1.Codebase/src/assets/ui/intro/page_36_story_submission_apology.png
37,4,第四幕,Act IV,第37頁,Page 37,"場景：傍晚的「溫室」庇護所。
畫面：歷經廢料場的風波後，小隊回到了營地。那個臨陣脫逃的 Donkey 竟然已經坐在溫室裡了，手裡拿著一根乾枯的玫瑰花，正在向 Gloria 吹噓他虛假的戰績。
但這一次，主角沒有生氣。他安靜地坐在角落，眼神中失去了往日的銳利，取而代之的是一種被洗腦後的狂熱與卑微。
Gloria（將那個會起火的生命麵包燈罩調到最亮，臉上洋溢著狂熱的幸福）：
「各位家人，今天我們經歷了考驗，但宇宙的頻率讓我們再次緊緊相連！現在，我們將正式在 FSM 的見證下，締結永恆的團隊羈絆！」","Scene: Evening at the 'Greenhouse' shelter.
Visual: After the scrapyard turmoil, the squad returns to camp. Donkey, who deserted in the face of battle, is already sitting in the greenhouse, holding a withered rose, boasting to Gloria about his false achievements.
But this time, the protagonist isn't angry. They sit quietly in the corner, eyes having lost their former sharpness, replaced by a post-brainwashing fervor and humility.
Gloria (turning the fire-hazard Life Bread lampshade to maximum brightness, face glowing with fanatical happiness): 'Dear family, today we experienced trials, but the universe's frequency has bound us tightly together again! Now, we will officially establish eternal team bonds witnessed by FSM!'",res://1.Codebase/src/assets/ui/intro/page_37_story_greenhouse_return_ceremony_setup.png
38,4,第四幕,Act IV,第38頁,Page 38,"畫面：這是一場荒誕至極的儀式。
Donkey（單腳踩在生鏽的鐵桶上，高舉那根枯玫瑰）：「為了榮耀！我將用這把無形的聖劍，為 GDA1 斬開一切荊棘！公主們，等著我！」
ARK（雙手插在口袋裡，一臉輕鬆地笑著）：
「No worries，一切都在我的掌控之中。未來的拾荒計畫絕對順風順水。」
Gloria（雙手捧著那個畫著向日葵的破垃圾罐，虔誠地閉上眼睛）：
「偉大的飛天意粉神 (FSM)，感謝祢賜予我們這完美的團隊。我們發誓，將永遠用愛與包容面對一切，拒絕所有負能量的侵擾。Ramen。」
Donkey & ARK（齊聲）：「Ramen。」","Visual: This is an absurdly ridiculous ceremony.
Donkey (standing on one foot on a rusty barrel, raising the withered rose high): 'For glory! I shall use this invisible holy sword to cut through all thorns for GDA1! Princesses, wait for me!'
ARK (hands in pockets, relaxedly smiling): 'No worries, everything is under my control. Future scavenging plans will absolutely go smoothly.'
Gloria (holding the sunflower-painted broken garbage can, devoutly closing eyes): 'Great Flying Spaghetti Monster (FSM), thank You for granting us this perfect team. We vow to forever face everything with love and tolerance, rejecting all negative energy intrusions. Ramen.'
Donkey & ARK (in unison): 'Ramen.'",res://1.Codebase/src/assets/ui/intro/page_37_story_greenhouse_return_ceremony_setup.png
39,4,第四幕,Act IV,第39頁,Page 39,"畫面：鏡頭切換至主角的第一人稱主觀視角（玩家視角）。
主角看著眼前這荒謬的景象：一個逃兵、一個瞎指揮的盲人，以及一個強迫所有人樂觀的聖女。但此刻的主角，心中再也沒有半點諷刺。
他看了一眼角落裡還在流血的 One，心中湧起的竟然不是同情，而是對自己過去「多管閒事」的自責。
主角（內心獨白，充滿了被 PUA 後的病態虔誠）：
【我必須祈禱。這個世界之所以殘破，是因為我還不夠善良，是因為我充滿了負能量。我要跟上 Gloria 的頻率，我要用愛與包容去彌補我的過錯。FSM，請淨化我吧。】
主角（緊緊閉上雙眼，雙手用力合十，語氣無比真誠且狂熱）：「Ramen！我相信吸引力法則，我相信一切都會變好！」
畫面（【正能量詛咒觸發】）：就在主角真心實意地喊出這句正能量祈禱的瞬間，溫室外的天空突然劈下一道慘綠色的閃電！周圍的輻射濃度肉眼可見地飆升，連生命麵包的燈罩都開始冒出刺鼻的黑煙。
（他們越是強行製造正能量，世界的「熵增」就越是狂暴！）","Visual: Camera switches to protagonist's first-person subjective view (player perspective).
The protagonist watches this absurd scene before them: a deserter, a blindly commanding blind man, and a saint forcing everyone to be optimistic. But at this moment, the protagonist's heart no longer holds half a trace of sarcasm.
They glance at One still bleeding in the corner, heart welling up not with sympathy but self-blame for past 'meddling.'
Protagonist (inner monologue, filled with post-manipulation morbid devotion): [I must pray. This world is broken because I'm not kind enough, because I'm full of negative energy. I must keep up with Gloria's frequency. I must use love and tolerance to make up for my mistakes. FSM, please purify me.]
Protagonist (eyes tightly closed, hands forcefully clasped, tone incredibly sincere and fervent): 'Ramen! I believe in the Law of Attraction. I believe everything will get better!'
Visual ([Positive Energy Curse Triggered]): Just as the protagonist sincerely shouts this positive energy prayer, a ghastly green lightning suddenly strikes outside the greenhouse! The surrounding radiation concentration visibly spikes, even the Life Bread lampshade begins emitting acrid black smoke.
(The more they forcibly create positive energy, the more violently the world's 'entropy increase' rages!)",res://1.Codebase/src/assets/ui/intro/page_39_story_protagonist_pov_brainwashed.png
40,4,第四幕,Act IV,第40頁,Page 40,"畫面：就在主角沉浸在自我感動的救贖中時  
「嗚  嗚  嗚  ！！！」
營地外突然響起了最高級別的猩紅色防空警報！狂暴的酸雨夾雜著一隻巨大變異獸的嘶吼聲，瞬間撕裂了溫室脆弱的紙皮牆壁！第一個真正的生死危機降臨了！
主角（迎著變異獸走上前，嘴裡神經質地念叨著）：
「這只是考驗……這都是因為我的負能量引來的考驗。我要用愛與包容，清除這一切！FSM 會保佑我們的！」
鏡頭猛地拉遠，螢幕瞬間陷入純黑。
血紅色的字幕在黑暗中緩緩浮現：
【歡迎來到「光榮解脫機構 (Glorious Deliverance Agency)」。】
【你已成為他們的一員。祝你好運，因為在這場名為「正能量」的詛咒中，你將無處可逃。】
【遊戲標題 Logo 砸下，伴隨著陳老師那句空洞的「誰都可發光」與強勁的工業金屬音樂爆發！】
【 完】","Visual: Just as the protagonist is immersed in self-moved redemption, 
'Woo, woo, woo, !!!'
Outside the camp, the highest-level crimson air raid alarm suddenly sounds! Violent acid rain mixed with a giant mutant beast's roar instantly tears through the greenhouse's fragile cardboard walls! The first real life-or-death crisis has arrived!
Protagonist (walking toward the mutant beast, neurotically muttering): 'This is just a test... all because my negative energy attracted this test. I must use love and tolerance to eliminate everything! FSM will protect us!'
Camera suddenly pulls back, screen instantly plunging into pure black.
Blood-red subtitles slowly emerge in the darkness:
[Welcome to the 'Glorious Deliverance Agency.'][You have become one of them. Good luck, because in this curse called 'positive energy,' you have nowhere to escape.]
[Game title logo crashes down, accompanied by Teacher Chan's hollow 'Everyone can shine' and explosive industrial metal music!]
[THE END]",res://1.Codebase/src/assets/ui/intro/page_40_story_departure_one_luggage.png
41,4,第四幕,Act IV,第41頁,Page 41,"畫面：警報聲尚未停息，主角、One、Gloria、Ark 和 Donkey 在溫室外肩並肩站成一線，背光的霧霾勾勒出他們的剪影。即使疲憊、矛盾未解，所有人仍抬頭望向前方，準備迎接真正的挑戰。
字幕：『這一次，他們將並肩作戰。』","Visual: Sirens still wail as the protagonist, One, Gloria, Ark, and Donkey stand shoulder to shoulder outside the greenhouse, backlit smog outlining their silhouettes. Though exhausted and full of unresolved tension, everyone lifts their gaze forward, ready to face the real challenge together.
Subtitle: 'This time, they stand together.'",res://1.Codebase/src/assets/ui/intro/page_41_story_final_logo.png
